hum_alu_at,2.588010645,2.595709134,2.202192053,2.583688127,2.606191696,2.489008477,2.650520721,2.838847768,2.414957566,2.471574414,2.581781141
AFFX-HUMISGF3A/M97935_3_at,-0.044951128,-0.440195133,-0.307355959,-0.506717307,-0.238109301,1.341044853,-0.421334806,-0.255838564,0.027098758,0.594642061,0.122299846
AFFX-HUMGAPDH/M33197_5_at,2.588010645,2.537149459,2.419158991,2.583688127,2.579445229,2.489008477,2.650520721,2.507438892,2.414957566,2.471574414,2.581781141
AFFX-HUMGAPDH/M33197_3_at,2.588010645,2.595709134,2.419158991,2.583688127,2.562833535,2.489008477,2.650520721,2.838847768,2.414957566,2.471574414,2.581781141
AFFX-HSAC07/X00351_5_at,2.572789097,2.152069488,2.419158991,2.583688127,2.606191696,2.489008477,2.460752462,2.420968497,2.414957566,2.471574414,2.512573988
AFFX-HSAC07/X00351_3_at,2.512575811,2.235844835,2.419158991,2.583688127,2.606191696,2.427799824,2.626331694,2.838847768,2.414957566,2.392727903,2.49013735
AFFX-HUMTFRR/M11507_5_at,0.02084144,0.266606718,-0.332615273,-0.396848746,-0.480607701,-0.041755997,-0.503418919,-0.13281319,-0.733819005,0.185058616,0.759059736
AFFX-M27830_M_at,1.110419183,0.652884768,0.8468318,1.700990358,1.22824003,0.592233209,1.039463466,1.583951573,0.943487423,1.460210186,1.89459087
AFFX-M27830_3_at,0.444072384,-0.220943197,-0.339991171,-0.216911892,0.238461378,0.641908046,0.474620971,0.594736153,0.283513414,0.351495562,-0.207579936
AFFX-HSAC07/X00351_3_st,0.418510652,-0.142786837,0.629529946,0.817552587,0.664088422,0.630744082,0.720511131,0.963233671,0.604880951,0.539365084,0.396985775
AFFX-HSAC07/X00351_M_st,-0.462521232,-0.615195358,-0.165514983,0.031008995,-0.394876009,0.205836893,-0.527757698,0.189271179,-0.014570578,-0.024170118,0.232186819
A28102_at,-1.050633447,-0.125094542,-0.383869759,-0.120368502,-0.501872197,-0.919329313,-0.54776251,-0.058215739,-2.030658496,-0.71505146,-0.434073083
AB000115_at,-0.953003727,-0.907890319,-0.735818105,-0.730224896,-0.466038098,0.416023481,-0.923175709,-0.327426093,-1.728513625,-0.504114187,-1.682153642
AB000449_at,-1.104179558,-0.516418238,-1.42035305,-1.202813584,-2.488617775,-0.93539456,-1.705246019,-1.25827311,-1.612691885,-1.195089261,-1.360578663
AB000450_at,-2.179839219,-1.452691876,-0.978355955,-0.533405618,-1.532744194,-1.594226818,-0.557950922,-0.553723693,-1.444309259,-1.206687723,-1.47572273
AB000460_at,0.950156186,0.653596593,0.76559663,0.950469979,0.606663219,1.052291824,1.098675734,0.960716882,0.799911565,0.896453585,0.85995089
AB000464_at,0.128238992,-0.003240511,0.210179152,0.43802515,0.52128187,0.322921343,0.206771424,0.208361074,-0.136384265,0.239955525,-0.626754058
AB000905_at,-1.283873516,-1.514455678,-1.852159026,-1.619934532,-1.570562847,-1.157338545,-1.086424608,-1.273369636,-2.01539671,-1.144966964,-0.986033831
AB001106_at,-0.735311665,-0.387263993,-0.409854755,-0.406007247,-0.725218942,-0.245595299,-0.685233401,0.171045235,-0.954579714,-0.71505146,-0.281002953
AB001325_at,0.376335797,0.06808568,-0.354964069,0.440343328,0.494260822,0.755270872,0.369976032,0.698776049,0.242651511,0.388007308,0.612582607
AB002318_at,0.710890662,-1.206501129,0.353951479,0.448020815,0.326860993,0.438520361,0.638341874,0.263108821,0.554872386,0.125918495,0.423795234
AB002382_at,0.038218573,-0.524133707,-1.24048058,-0.314856801,-1.324378371,0.061666143,0.174886711,0.033842871,-0.037441544,-0.05469179,0.405509664
AB002559_at,0.383140759,0.603449351,1.018176901,0.818499814,0.677323567,0.426723275,0.859096323,0.577247353,1.146115195,0.869778975,0.446806812
AB003102_at,-0.12622706,0.141742256,0.053319616,0.215392501,-0.137592214,-0.051730677,0.080511837,-0.255838564,0.111920372,0.45285261,0.001143479
AB003177_at,-0.229047996,0.355123813,0.22254047,-0.009306596,-0.728037325,0.000129697,-0.004985593,0.186692062,0.085660715,0.32193052,-0.024947738
AB004884_at,0.460681705,0.17654127,0.352479927,0.099871921,0.084860253,0.239446968,0.450247121,-0.15013462,0.447023997,0.312351869,0.352111501
AB006190_at,0.08824586,-0.118574447,0.210179152,0.004366628,-0.087586941,0.046953231,0.245200205,0.352260914,-0.040931489,-0.053395458,-0.034286299
AC000064_cds1_at,-0.335700816,-0.118574447,-0.129668072,-0.003808283,-0.258782943,-0.233006707,-0.047879374,0.346963165,-0.511387948,-0.161742172,-0.014408029
AC000064_cds2_at,-0.988268069,-0.751595768,-1.367532851,-1.009759733,-1.18168223,-0.900453948,-1.495675526,-0.419219499,-1.043449205,-1.092873138,-2.112700661
AC002115_cds1_at,1.214369248,1.518600622,1.6757648,1.267041849,0.749246366,0.891408217,1.46410239,1.231836018,1.389999495,1.257309708,1.316897505
AC002115_cds3_at,0.208423471,-0.001410774,-0.379950734,0.319503852,-0.497575789,0.120753067,0.182195603,0.34908636,0.283513414,0.294473515,0.313251046
AC002115_rna2_at,-0.006539247,0.314597142,-0.210921468,-0.142988861,0.064332598,-0.487843657,-0.854149856,-1.584418846,-0.002274966,0.034603778,-0.732658003
AC002486_at,-1.374824327,-0.767934993,-0.784463097,-0.737260257,-1.660328536,-0.958423243,-0.931216525,-0.460710857,-0.569328718,-1.150376766,-0.981590673
AD001527_cds1_at,-0.90822448,-0.894536349,-0.635996532,-1.526331202,-1.125324951,-1.183194845,-1.840371117,-1.414281314,-1.056402367,-0.827435869,-1.046181121
AF000562_at,0.604822812,0.689640632,0.589264034,0.451831183,0.562656056,0.175052681,0.70141783,0.073317557,0.818483428,0.739005554,0.658706154
AF002224_at,-0.056448193,-0.347043374,-0.811756709,0.019133299,-0.406323443,-0.080086237,0.045657445,-0.271467699,-0.152385428,-0.95920702,-0.401430554
AF002700_at,0.038218573,-0.256956417,0.052221604,-0.019023657,0.127509999,0.250353604,-0.155040387,-0.146253776,-0.181212644,-0.377494675,-0.392948105
AF005775_at,-0.249949695,0.490778558,0.153808061,0.611331309,-0.086276118,-0.049503666,0.141712123,0.134712407,0.449496157,0.4608334,-0.241697088
AF006041_at,0.066387064,0.194687037,-0.04376622,0.720753976,0.001899325,0.388325003,-0.17407776,0.436512239,0.387190346,0.059592117,-0.148089536
AF006084_at,0.367941264,0.025472003,1.215732174,0.8385897,0.237572861,0.344611686,0.591112332,0.45908017,0.958615353,0.471346648,-1.090665761
AF006087_at,-1.000367786,-0.056534548,0.407149816,-0.128371514,-0.255568902,-0.043962223,-0.29119598,-0.208566487,-0.22288198,-0.2569559,-4.224403019
AF007111_at,-1.691733795,-1.025117001,-2.077385011,-1.072541521,-1.236910406,-1.205376717,-1.441237572,-0.088330056,-0.99370969,-3.256632587,-1.435455124
AF007875_at,-0.735311665,-0.142786837,-0.276080949,-0.561047283,-1.263273779,-1.024367361,-0.907326779,-1.273369636,-0.754139824,-0.572419178,-0.661493983
AF008937_at,-0.333894986,-0.362238401,-0.091452971,-0.167981916,0.022849855,-0.231619726,-0.131848739,-0.275988247,-0.236285709,-0.542396356,-0.368031873
AF009368_at,0.434933326,0.154997091,0.011583559,0.497584094,0.095465085,-0.047282633,0.741801273,0.456292802,-0.11170953,0.138117699,0.488839987
AF015910_at,-0.159089993,0.241307563,0.833371431,-0.455952598,0.038789159,0.729654762,0.302811325,-0.616407359,0.702795993,0.323515373,0.060468432
AJ000480_at,1.036404307,0.280138121,0.79065711,0.43802515,0.603226684,1.079438908,0.311735859,0.02602954,0.889292698,0.672232451,0.369238266
AJ001421_at,0.343020965,0.393415076,0.788188385,0.097472278,-0.096820732,0.002221567,-0.058962741,0.155095057,0.671057009,0.465450723,-0.116209395
D00596_at,1.242859149,0.745428895,0.403718206,0.832570826,-1.167232598,-0.784553691,-0.263885245,0.508576303,0.710750485,0.674237648,0.192867666
D00632_at,-0.799537099,-0.589152868,-0.166985095,-0.251968666,-0.356001576,0.102448465,-1.039003503,-0.460710857,-0.775010983,0.071786904,0.073460705
D00726_at,0.069703228,0.776512308,0.068525466,-0.356926089,-0.493301357,0.401968044,-0.670401954,0.263108821,-0.412781543,1.15972089,1.002737583
D00760_at,0.059714269,0.423786609,0.010422705,0.282557249,-1.003022276,-0.485956919,-0.655833958,0.083629533,-0.657504202,0.182207648,0.043618905
D00761_at,0.63084461,1.278666713,0.899093012,0.663361665,-0.070704557,0.48351156,0.037017642,0.557734876,-0.046783416,0.942596353,0.791455462
D00762_at,-0.066804788,0.399596586,0.044490201,0.003010126,-0.325804788,0.164817487,-0.336877762,-0.351914137,-0.224359823,0.119745205,-0.101467307
D00763_at,0.143504453,0.721329097,0.569670681,0.553551921,-0.0579463,-0.422493839,0.208786552,0.280577366,0.354389865,0.046063331,-0.097097591
D11086_at,0.076295627,0.435572776,-0.781120144,1.449057931,0.696534749,-0.049503666,0.992455608,1.21535508,0.391193966,0.149132045,-0.27189721
D13118_at,1.382889558,1.007594426,1.188188105,1.50522554,1.260743091,1.199061375,1.492777627,1.65000568,1.419652137,1.2969361,1.356906302
D13315_at,0.496867533,-0.531935868,0.087633782,-0.229643532,0.011275576,-0.252672624,0.01053834,-0.658608279,-0.592827337,-0.155796637,-0.793178144
D13370_at,0.853344325,0.940343358,0.882558524,1.067652285,0.354364874,0.4729347,0.729627056,0.787398563,0.087636858,0.604027844,0.451184568
D13540_at,-1.072521391,-2.158835785,-1.121284808,-0.876238721,-0.817337471,-0.999456491,-1.404453082,-0.986804635,-1.143918404,-0.882796167,-1.022504692
