hum_alu_at,2.630598658,2.204516298,2.572833056,2.663791079,2.56005358,2.682512073,2.727354344,2.665178017,2.37142499,2.652100775,2.557806748,2.74371845,2.490835692,2.608663105,2.193562767,2.695565737,2.244901873,2.810251116,2.715978432,1.465027684,2.549383346,2.747161431,2.75986609,2.593621396,2.691103036,2.501282381,2.762551154
AFFX-HUMISGF3A/M97935_3_at,0.102034503,-0.306234922,0.514591004,-0.385756829,-0.181461765,-0.171480573,-0.436755522,-0.142512078,-0.062304251,0.113949433,-0.614154458,-0.642456876,0.18862058,0.704441587,0.743396083,0.023001277,-0.09641671,0.077134491,-0.212743109,0.838457664,-0.022791514,-0.850490105,0.142105608,-0.041575281,0.302987561,-0.063115568,-0.111257907
AFFX-HUMGAPDH/M33197_5_at,2.629743654,2.492348123,2.572833056,2.617707708,2.491174647,2.682512073,2.455093294,2.097762342,2.409064149,2.652100775,2.557806748,2.74371845,2.210026044,2.675649526,2.432585106,2.372125217,2.352722117,2.810251116,2.524168937,1.972479358,-0.55763305,2.634451097,2.75986609,2.357500033,2.691103036,1.964547333,2.355789972
AFFX-HUMGAPDH/M33197_3_at,2.680886391,2.492348123,2.572833056,2.676303463,2.56005358,2.682512073,2.727354344,2.320043364,2.409064149,2.652100775,2.557806748,2.74371845,2.265291789,2.675649526,2.432585106,2.695565737,2.352311711,2.810251116,2.715978432,2.126503789,1.780179868,2.747161431,2.75986609,2.648674439,2.691103036,2.677143933,2.714462114
AFFX-HSAC07/X00351_5_at,2.680886391,2.492348123,2.572833056,2.664163332,2.56005358,2.682512073,2.588079594,2.665178017,2.409064149,2.652100775,2.557806748,2.513864283,2.420437168,2.675649526,2.432585106,2.594034146,2.299651928,2.810251116,2.324459855,1.826925673,0.21787576,2.265745048,2.75986609,2.354964943,2.196494688,2.088056402,2.5289039
AFFX-HSAC07/X00351_3_at,2.668655645,2.492348123,2.572833056,2.578890479,2.56005358,2.682512073,2.727354344,2.665178017,2.393404778,2.652100775,2.557806748,2.74371845,2.490835692,2.648910385,2.385562215,2.695565737,2.352722117,2.810251116,2.602939852,2.11911269,2.549383346,2.425015728,2.75986609,2.648674439,2.650509241,2.677143933,2.762551154
AFFX-HUMTFRR/M11507_5_at,-0.847923148,-0.174789422,-0.2483495,-1.072270148,-0.578312561,-0.576857971,-1.120366605,-0.290427776,-0.633373738,-1.937435853,-0.619997839,-0.319449926,-0.909174533,-1.153678339,-0.96037986,-1.253973977,-0.507863788,-0.358123726,-0.850101496,-0.86654714,-1.23845246,-0.369206477,-0.301359539,-0.862469519,-0.351158752,-0.896488944,-1.110775303
AFFX-M27830_M_at,1.914191666,1.382645719,1.222951265,1.100216389,0.43119145,1.698351662,1.164437883,1.599405802,1.271411491,0.01296774,1.389451011,2.099659725,0.2927356,0.849313361,1.312107352,0.489078699,-0.007121856,2.043808896,0.549326814,-0.013102727,0.774136777,2.233458623,2.418305065,0.367231411,2.299406621,1.170566511,1.544484073
AFFX-M27830_3_at,0.427681119,0.014666157,0.114284443,-0.185433571,-0.240378016,-0.481115029,0.115845874,0.373419048,-0.077493639,0.303676597,0.211796058,-0.01544885,-0.40238159,0.259562815,-0.404926941,0.387505206,0.341820181,0.347643036,0.394530857,-0.082315158,0.400367234,0.246971657,-0.23415038,0.19367536,0.661893125,0.315352021,-0.08045993
AFFX-HSAC07/X00351_3_st,1.236488183,1.241370118,1.155429947,0.811691889,0.139879884,0.907828594,1.557177995,0.381314386,1.842831949,0.210093695,0.799337114,1.042901819,0.307947421,1.51360827,0.884861123,0.772052169,0.906149681,1.594578625,0.716168968,0.52620952,0.261847884,0.724133539,1.028590604,-1.26228295,0.878610507,0.309416845,1.67669555
AFFX-HSAC07/X00351_M_st,-0.640580778,-0.333569668,-0.056029752,-0.211283669,-1.752304485,0.24747477,-0.303861835,0.378165083,-0.266663128,-0.810250384,-0.665288197,-0.170182797,-1.006132149,-0.070494957,-0.724465062,-1.092185116,-0.660162066,-0.068007936,-0.889229284,-2.103318694,-1.694140972,-0.010669705,-0.247145245,-0.251170055,-0.555446242,-0.620811228,0.096575911
A28102_at,-1.328246676,-0.6927945,-1.918070278,-0.256798454,-1.285274352,-0.501077615,-0.285146681,0.202606522,-2.079421037,-0.769215852,-1.094690517,-0.017471658,-1.689834608,-0.899265979,-2.577441588,-0.738968393,-1.756480283,-1.376892343,-0.129145966,-0.281286786,-1.541916547,-1.000709415,-0.387705501,-0.978489204,-0.153190371,-1.148126414,-0.141527482
AB000115_at,-0.794269111,-0.732097648,-0.706921006,-1.440181606,-0.883860756,-1.542855158,-1.135371634,-0.711841368,-1.140913932,-1.188281256,-0.988602164,-0.499580243,-1.2939958,-1.122919361,-0.95606004,-1.171909119,-1.316095488,-0.704933532,-0.599473986,0.64868985,-0.546564259,-1.187297494,-0.735134207,-0.733905805,0.871624942,-1.248908391,-0.974131979
AB000449_at,-2.165852986,-1.035681823,-0.704513372,-0.7338381,-0.526252415,-0.619380092,-1.346266559,-1.932197823,-0.770778495,-0.730244248,-0.503165415,-0.614303724,0.357349179,-0.58596181,-0.167941355,-1.311390748,-0.747294004,-0.846638244,-0.415681543,-0.099730929,0.172261935,-2.164420308,-1.041434885,-0.505932448,-0.702279177,-0.498358438,-0.889888348
AB000450_at,-1.149014467,-0.834741014,-1.062941209,-0.827634985,-0.928862089,-2.214746184,-0.991810895,-0.178279684,-0.923844473,-1.76081864,-1.479440807,-1.3950325,-0.773116669,-1.459616554,-0.825901584,-1.024137037,-0.511220059,-0.841807866,-1.237786946,-1.160769976,-0.615768795,-2.464436101,-1.242884902,-1.034739298,-1.448896825,-2.482720793,-1.336998136
AB000460_at,0.726099151,0.89661785,0.776696316,0.984817016,0.760536472,0.756469394,0.867592762,1.222878719,0.774269106,0.767623091,0.991828838,0.991652245,0.999235375,0.848376646,0.782508604,0.859486075,1.024794061,0.796100901,0.882761164,0.80569859,0.848630926,1.073776228,0.837066092,1.001599614,0.789799375,0.799822591,1.160356151
AB000464_at,0.10848276,0.125851135,0.975415326,0.685426489,-0.499028868,0.295732893,-0.38107437,0.378953508,0.493093635,-0.585085717,0.141600114,0.390347959,0.351840239,0.035770906,-0.09623407,0.072680717,0.176355147,0.45343913,0.393568008,0.229376012,-0.483596972,0.377351313,0.4741361,0.468848324,-0.047225413,0.314365923,0.557364019
AB000905_at,-1.305767914,-1.233155714,-0.950421218,-1.461773687,-2.040312728,-1.469519707,-1.110508795,-1.468981279,-1.778199291,-1.322816717,-1.180487915,-1.450998488,-1.280398817,-2.081780758,-1.766643145,-1.733246329,-3.219177181,-1.114654209,-0.889229284,-1.311211423,-0.76875823,-0.924737839,-1.149266841,-0.936782609,-1.022867246,-1.372831227,-0.653039085
AB001106_at,-0.593288077,-0.309824351,-0.256895472,-0.794092666,-0.053120892,-1.035923935,-0.696279147,-0.714705581,-0.477341098,-0.20815194,-0.14591639,-0.350799562,0.175790282,-0.761432343,-0.5836128,-0.217644658,-1.043836611,-0.768245642,-0.247113378,-0.081409589,0.412543205,-0.353087058,-0.247145245,-0.650877626,-0.864524449,-0.910361188,-0.515986207
AB001325_at,0.416529683,0.295569026,0.744553385,0.414610658,-0.152804294,0.767905437,0.635660624,0.796997807,0.685580778,0.321502018,0.418082606,0.415347885,0.327768345,0.452444243,-0.413231586,0.25000724,-0.109710324,0.192041287,0.522043288,-0.006518527,0.129056592,0.438962355,0.385678253,0.156050959,0.394905576,0.146785563,0.829434758
AB002318_at,0.366462124,0.493705675,0.393459545,0.581871747,-0.564969532,0.385048604,0.410923495,0.509422644,0.425463797,0.477096396,0.758907466,0.214659792,0.167785889,0.364953139,0.009466452,0.376454293,0.304720842,-0.073514905,0.314535111,0.596775255,0.487320805,0.185857997,-0.100049101,0.548791829,0.13328333,0.305435092,0.988734142
AB002382_at,-0.212206255,-0.849032945,-0.490538393,-0.209644478,-0.132740499,0.002554477,-0.520438289,0.344369995,-0.588870646,-0.431212476,-0.051726347,-0.063459325,-0.061723491,-0.276961989,-0.108645355,-0.735671658,-0.435764137,-0.211933121,-0.478142178,0.054076647,-0.286654176,0.449398743,-0.815746499,0.224107119,-0.134804108,-0.336389386,-0.273003565
AB002559_at,0.060032554,0.733790577,0.285202089,0.402072912,0.234993226,0.535547645,0.432631248,0.635926131,0.244368738,0.620063725,0.091777736,0.521195753,0.138043503,0.30225186,0.31058049,0.042464021,0.893496898,0.523633184,0.256998146,0.225169383,-0.773806368,0.944564018,0.327456234,0.136590062,0.208225544,0.109295829,0.601924586
AB003102_at,-0.215321344,0.108217786,0.074264343,-0.00440734,0.169438745,0.315244852,-0.26864917,0.331132203,0.029065419,-0.136015338,0.653754906,-0.138400979,0.283287628,0.081848569,0.296135976,-0.200258102,0.199310688,0.162429562,-0.260404312,0.216075352,-0.172774429,0.126683787,0.051492597,0.112415083,-0.215114254,-0.301148413,0.071778853
AB003177_at,-0.159443465,0.151075068,0.216877838,-0.006975324,0.387731777,0.089859782,0.148651967,-0.094296836,0.393080752,-0.046064653,0.531380216,-0.457578079,0.036371254,0.109685728,-0.017131024,0.046302127,-0.32810688,-0.263965001,-0.435016483,0.251811239,0.040059838,0.065707251,-0.148689465,0.345675247,-0.26286282,0.09247975,0.333282838
AB004884_at,0.400670615,0.298036875,0.195957374,0.267016137,0.416971165,0.021997506,0.338711841,0.092910306,0.213638088,0.424916095,0.487749273,0.094915871,0.616114933,0.349716061,0.23364258,-0.191700192,0.351279733,0.199930416,0.12867797,0.533050273,0.090403088,0.706761214,0.13942488,0.008126213,0.341457045,0.2994245,0.675539859
AB006190_at,0.224491881,0.128921695,0.195957374,-0.057323709,0.099026335,-0.175275832,0.022027807,0.389915027,-0.112178999,-0.157505075,0.022067021,0.230674831,0.109267381,-0.00905711,-0.360826776,-0.127828124,-0.106623398,0.240739284,0.140774163,0.005673966,-0.117141476,0.275808689,0.030214677,0.07647229,0.054672818,0.029919817,0.391171048
AC000064_cds1_at,-0.825423376,-0.059821355,-0.496185978,-0.387779619,-0.335035216,-0.985947285,-0.212462183,-0.218813627,-0.786422892,-0.418396123,-0.838833577,-0.02972811,-0.547181778,-0.046747743,-0.358882582,-0.591158987,-0.767725111,-0.39857545,-0.589175813,-0.54229893,-0.299389756,-0.279586923,-0.29902522,0.218484173,-0.552339358,-0.777582363,0.347662419
AC000064_cds2_at,-1.896181618,-1.170642246,-1.18813924,-1.284949643,-1.542195612,-1.041679859,-1.095933731,-0.749854191,-1.187113286,-1.679125078,-1.062867777,-1.3950325,-0.987560232,-1.283427373,-0.995865141,-1.253973977,-2.244980613,-1.263121171,-1.32936334,-1.149489675,-0.837410561,-1.227394763,-0.545759092,-1.623531676,-1.331242186,-1.628100267,-0.988250842
AC002115_cds1_at,0.988957361,1.620649644,1.431235798,1.295646262,1.384990779,1.331991043,1.146162066,1.221132417,1.417709176,1.402004368,1.407404681,1.616781131,1.139125,1.300669842,1.49374977,1.393604282,1.407209719,1.353008365,1.203809026,1.588699507,0.799682338,1.162284624,1.296406359,1.35221008,1.53289864,1.440627536,1.360930091
AC002115_cds3_at,0.025359966,-0.145137039,0.144476701,0.022092036,-0.281656726,0.226167105,0.296905887,0.10715383,0.036708678,0.306676104,0.164294176,0.338853935,-0.068552333,-0.310330662,-0.204960562,0.143712806,-0.104571879,-0.130777456,0.063730916,-0.557461395,0.038476227,0.266315268,0.430671887,0.173090707,0.024140595,-0.161367771,0.357112348
AC002115_rna2_at,-0.576499969,-0.393312939,-0.197440666,-0.674768176,-0.038124115,-0.138129565,-0.624269667,-0.755856869,-0.165334875,-0.36676753,-0.266062005,-0.02972811,0.055259933,-0.304675266,-0.011002727,-0.27399381,-0.642213686,-0.192460368,-0.627621882,0.056341705,-0.826399877,-0.620360905,-0.866448805,0.110279794,-0.006090647,-0.303305419,-1.597914815
AC002486_at,-0.648291714,-1.25111749,-0.721509569,-1.506701193,-1.092136827,-0.70454726,-1.166202742,-1.292803645,-0.781174376,-1.306662556,-0.933926911,-0.484024592,-1.358378712,-1.005768052,-2.44079403,-1.409485861,-3.551904719,-0.795044526,-1.320577928,-1.750644588,-0.951691068,-0.639371791,-0.58820389,-0.925757108,-1.040041127,-0.910361188,-0.757638885
AD001527_cds1_at,-1.387157635,-0.908990563,-1.103961875,-1.514428862,-0.783262564,-0.991344706,-0.906761101,-2.62157629,-1.231534828,-0.862542444,-1.304895342,-0.652088791,-1.801460082,-1.191065889,-0.906075751,-1.235689152,-1.622349535,-1.156372814,-1.245680422,-1.085138075,-1.657334368,-2.085670617,-0.719157089,-1.657614649,-1.27453689,-1.839595706,-0.702010421
AF000562_at,0.298833201,0.452424388,0.138159942,0.36163855,0.292831637,0.438795985,0.306171138,0.770622794,0.148432611,0.476294978,0.417314887,0.571560418,-0.005394003,0.199341254,0.104182295,0.609740996,0.664977849,0.432197114,0.397412272,0.730658128,0.432677591,0.614279363,0.449980566,-0.399712431,0.738033422,0.36500044,0.487301002
AF002224_at,-1.177205965,-0.423961804,-0.434246695,-0.183844099,-1.037063761,-0.109636016,-0.166179079,0.222747818,-0.425176635,-0.168477499,-0.634802197,-0.069961892,-1.2939958,-1.713744093,-0.151566618,-0.879031612,-0.049117738,-0.15692451,-2.946130611,-1.607692067,-0.019338845,-0.027940603,0.191393376,-0.206431752,-0.98961201,-1.04759676,0.101703333
AF002700_at,-0.550763625,-0.226339937,0.045507005,-0.219528044,-0.822700576,-0.167703693,0.157482901,0.166922706,-0.479139249,-1.091637032,-1.047433823,-0.009413969,-0.841889304,-0.692713665,-1.119008071,-1.247833942,0.082425111,-0.337358268,-0.426671136,-0.603059098,-0.546564259,-0.216913961,-0.069782975,-0.546862038,-0.277993751,-0.33864514,0.437646395
AF005775_at,-0.387504034,0.005138353,0.031273579,-0.179093683,-0.132740499,-0.041045451,-0.393603101,-0.019160649,-0.40521837,-0.166637945,-0.399464306,-0.031791087,-0.21481854,-0.18584469,-0.288508727,-0.126253613,-0.388092974,0.767027691,-0.386237379,-0.288398971,0.635616515,-0.00048924,-0.045695228,0.004498514,-0.346379654,-0.211647873,0.264779185
AF006041_at,0.249387581,-0.995454715,0.782726234,-0.204746044,-0.189611858,0.058078138,0.43659091,0.956901962,-0.072036031,0.142833014,0.119350182,-0.515475934,0.646750536,0.154102595,-0.332180491,0.330709686,-0.027384789,0.451531193,0.490372213,0.335938187,0.015920593,0.158896937,-1.557556564,0.6374027,-1.564478674,0.293367731,-0.320481616
AF006084_at,0.446674121,0.231172707,0.47505114,0.306863409,0.483544875,0.506730393,0.590761068,-0.163192403,0.000736488,0.294607818,-0.190077456,0.794155141,0.401523394,0.333323267,0.403172037,0.153859662,-0.446571912,0.294815692,-0.072741073,0.120617912,-0.336335318,-1.000709415,-0.112854542,0.532750287,0.058938781,0.307428482,0.111864191
AF006087_at,-0.557706573,0.639304874,0.42845188,-0.146573689,0.121373552,-0.636372576,-0.161366794,-0.223618034,0.593622771,0.158694829,-0.304116069,-0.103376604,-0.061723491,-0.097865261,-0.118442705,-0.163249303,-0.059718799,-0.044573277,-0.313567709,0.24067708,-0.535667976,-0.067350721,-0.027268305,0.171103806,-0.869161733,-0.307637219,-0.122898695
AF007111_at,-0.656072434,-2.096854816,-0.552773349,-0.319733916,-1.259164706,-0.576857971,-1.266054727,-1.142286816,-1.268918075,-1.666308726,-0.907972156,-2.880753681,-0.608770519,-1.122919361,-1.028355714,-0.807827501,-1.343451591,-0.657663103,-0.56566428,-0.486072643,-0.978329109,-0.156873556,-0.347066114,-0.708128079,-1.145207198,-2.129504594,-1.692050126
AF007875_at,-0.861049566,-0.445088869,-0.611171971,-0.502636695,-0.350979112,-0.928917463,-0.693278216,-1.031054283,-0.778562844,-0.527399389,-0.498137837,-0.439259757,-0.083794916,-0.677858216,-0.225803242,-0.408538999,-1.034238758,-0.455906473,-0.475191508,0.166281246,0.435378808,-0.695230359,-0.925718602,-0.12068468,-0.927068229,-1.135612095,-0.562990012
AF008937_at,-0.632938384,-0.271226026,-0.868155561,-0.410358481,-0.254490413,-0.283234011,-0.59709548,-0.160206954,-0.815915236,-0.563330375,-0.608354847,-0.48788242,-0.568043654,-0.517671503,-0.398758292,-0.657260727,0.071751732,-0.781532793,-0.706757999,-0.406797638,-2.026540114,-0.559009569,-0.433290309,-0.303637526,-0.095815607,-1.075857331,-0.355187019
AF009368_at,0.3241968,-0.009376555,0.318907998,0.415388077,0.060699702,0.762779958,0.676517186,0.67291643,0.49901899,-0.118551274,0.179062228,0.534591902,0.131742136,0.465922586,0.011838247,0.511180756,-0.158557765,0.271232118,0.296189343,0.253554329,0.459231315,0.526474638,0.720011574,0.458300807,0.463739728,0.114398666,0.736044082
