"AFFX-HUMGAPDH/M33197_5_at",1,0.933153746432023,0.720297220616132,0.803395268341068,0.809831971402145,0.849815762427834,0.857064061863693,0.815711916214916,0.796315765414049,0.838184277894198,0.767978617880551,0.826123655064426,0.765537208328773,0.713497801540111,0.765997512886157,0.649233064670841,0.81462909333781,0.735816382960729,0.694204606723438,0.714514745147607,0.79913287204421,0.655847875386231,0.649588856125449,0.696366448308048,0.939615719263751,0.597478152153912,0.855417669769791,0.960069259165082,0.720040599230822,0.788276630535895,0.925407403361455,0.912174094849938,0.730397404088062,0.900155481861886
"AFFX-HSAC07/X00351_5_at",0.933153746432023,1,0.67401628123745,0.731146464190016,0.778217102927604,0.823805358262137,0.869379354702403,0.823454181428425,0.666910206331589,0.847538281056767,0.728928648834991,0.762514784139124,0.700658157529907,0.748426023995988,0.749261848948409,0.707614413485672,0.826108755419273,0.701161686114971,0.683898004121995,0.727954752147643,0.688443275862235,0.660118276118286,0.670649534444304,0.726061170869237,0.924355877816114,0.649735578663288,0.807931760746103,0.935530966979596,0.755916963611833,0.692040642785586,0.904649300263714,0.862838122569266,0.706286429491301,0.955539246952882
"AF008937_at",0.720297220616132,0.67401628123745,1,0.785456929895518,0.575499641252528,0.648339432012837,0.677730780979371,0.602244189844686,0.603652642512729,0.790749331550288,0.571717088231683,0.711856220637953,0.691669282867054,0.718047796234617,0.534842725544406,0.5175747636579,0.69172243935944,0.374418651489394,0.506170480798974,0.468622169381121,0.638771583457617,0.766838618701304,0.58100004440854,0.666859471646464,0.664170691126787,0.637857955016268,0.713042782907685,0.725325034782736,0.67877118409693,0.58865368807003,0.655935934495243,0.793295459146621,0.699859956057757,0.646464284961634
"D13748_at",0.803395268341068,0.731146464190016,0.785456929895518,1,0.674381174274554,0.740221749617442,0.827919976230026,0.777250207606744,0.600850599552947,0.85433193114583,0.56718904172338,0.742538857533639,0.827528958501164,0.657226768774296,0.720788591076133,0.637398989502227,0.76178573660966,0.604828231523721,0.604954490517024,0.677982885153471,0.732499106126565,0.730395418468408,0.610490995828478,0.673216536759135,0.754299813301705,0.571616088193359,0.8696739904714,0.82301520257827,0.545954786068143,0.737902690576404,0.767513508976159,0.905835726797275,0.789295145650452,0.745399460357629
"D17716_at",0.809831971402145,0.778217102927604,0.575499641252528,0.674381174274554,1,0.823183265021733,0.713120309652765,0.792880636012847,0.594334812879437,0.688104804253378,0.736728007282182,0.836075935475069,0.501803656812473,0.617593893437491,0.639454470187915,0.542153755218693,0.851659478602241,0.62302053752989,0.677155461617667,0.735330049664102,0.589809448854355,0.652405010244714,0.648706155128757,0.555567161622794,0.878341792533352,0.587117797756951,0.680997547075022,0.879928488131179,0.618663163258472,0.519571510442089,0.804133994082366,0.761065029681048,0.662921646475351,0.811645187600648
"D83243_at",0.849815762427834,0.823805358262137,0.648339432012837,0.740221749617442,0.823183265021733,1,0.827693398829688,0.794794172556856,0.676159913003558,0.870060745555683,0.731061029916317,0.869479820875644,0.672589900471001,0.742272071990548,0.726765757274142,0.65773117966127,0.825647409862373,0.686945647404622,0.683021303573804,0.724599742327839,0.696219868098059,0.684893789834978,0.592652385059284,0.630721920969026,0.855762185239604,0.728330301508913,0.752410541707695,0.905165843721709,0.668760677615547,0.656426328998839,0.85483547983486,0.837824161918745,0.772276006547816,0.856277143291398
"HG4606-HT5011_at",0.857064061863693,0.869379354702403,0.677730780979371,0.827919976230026,0.713120309652765,0.827693398829688,1,0.776007359491339,0.610308617874612,0.838142862667459,0.574270675179536,0.659383947476942,0.706948189233969,0.683499616026619,0.734549228438493,0.673341133477683,0.750652742486351,0.695371395244968,0.574954080005045,0.712240364610274,0.674362553521113,0.687034463350553,0.559785694281059,0.614941087564533,0.806356997639331,0.616214673748559,0.818013173228732,0.869510145280616,0.714446298025693,0.709018579663966,0.84501781095339,0.824984574229906,0.720655332451918,0.85153686687164
"J02902_at",0.815711916214916,0.823454181428425,0.602244189844686,0.777250207606744,0.792880636012847,0.794794172556856,0.776007359491339,1,0.584149196811344,0.795208205314459,0.767093820773698,0.781715096093287,0.781382824491568,0.632857210301763,0.819348916236833,0.742337399690366,0.74953523788598,0.705027508559185,0.773783860155923,0.787282919517044,0.669763604716664,0.718578951090277,0.675715215544813,0.715809574436105,0.848705275177919,0.705193180363486,0.822210160764476,0.875031266256895,0.66720893327298,0.633938945764389,0.818724217619046,0.842152023399185,0.687091864151242,0.858556270230017
"L15409_at",0.796315765414049,0.666910206331589,0.603652642512729,0.600850599552947,0.594334812879437,0.676159913003558,0.610308617874612,0.584149196811344,1,0.720297896231887,0.543736167648639,0.597592994751099,0.665565693084246,0.607016708097083,0.682503953163518,0.481256542803294,0.547680537041338,0.598356298833782,0.561581108343417,0.487318385414324,0.702910872959774,0.52001760578338,0.521653655531613,0.510912761975633,0.622351076747599,0.445045041574501,0.700700510760017,0.677732890073355,0.554095954817167,0.642016881572368,0.634456278857944,0.746328948401877,0.552905907604867,0.580001211744599
"M55265_at",0.838184277894198,0.847538281056767,0.790749331550288,0.85433193114583,0.688104804253378,0.870060745555683,0.838142862667459,0.795208205314459,0.720297896231887,1,0.656106004362849,0.788720062607714,0.781220057881051,0.838622419865486,0.735330504626549,0.713644386503835,0.821275560243607,0.639354505411286,0.670052210445425,0.732902473736943,0.763452019862664,0.715998043152858,0.608276896226238,0.719061014401095,0.774230920029357,0.744770940423221,0.810875442175257,0.854146992629284,0.6833757150809,0.636379482567416,0.793281169307893,0.897282971177758,0.794959775814611,0.82120781581536
